"","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2036","2037","2038","2039","2040","2041","2042","2043","2044","2045","2046","2047","2048","2049","Standard.Deviation"
"Uganda",37924,38008.9475911304,38094.0854600067,38179.4140328403,38264.9337367972,38350.645,38421.9417184183,38493.3709827705,38564.9330394694,38636.628135386,38708.45651785,38764.3447441022,38820.3136631569,38876.3633915202,38932.4940458667,38988.7057430392,39031.8098159195,39074.9615426283,39118.1609758495,39161.4081683252,39204.7031728557,39238.1269502027,39271.5792228272,39305.0600150226,39338.5693511032,39372.1072554038,39396.5662979639,39421.0405351582,39445.5299764259,39470.0346312121,39494.5545089681,39509.4721770744,39524.395479801,39539.3244192763,39554.2589976294,39569.19921699,0.000592487516497453
"Ukraine",44457,44719.9028187937,44984.3603509538,45250.3817904998,45517.9763858214,45787.15344,46043.513489895,46301.3088872672,46560.5476685576,46821.2379152026,47083.3877538864,47333.4608166814,47584.8620875709,47837.5986210403,48091.6775090433,48347.1058812007,48589.4930052779,48833.0953317307,49077.9189529487,49323.9699918658,49571.2546021127,49803.2475731646,50036.3262689787,50270.4957707361,50505.7611833974,50742.1276358146,50961.6584872673,51182.1391174736,51403.5736355583,51625.9661684241,51849.3208608281,52055.9971881853,52263.4973470524,52471.8246213002,52680.9823078892,52890.9737169221,0.000951504572804235
"United Arab Emirates",8279,8270.05593374944,8261.12153005729,8252.19677848478,8243.28166860443,8234.37619,8224.81862133577,8215.27214605816,8205.7367512912,8196.21242417382,8186.6991518599,8176.30844805825,8165.93093232221,8155.56658791324,8145.21539811407,8134.87734622863,8124.4870040612,8114.10993304782,8103.74611623777,8093.39553670203,8083.05817753316,8073.46509325122,8063.88339417325,8054.31306678713,8044.75409759679,8035.20647312216,8026.34823638481,8017.49976521582,8008.66104884936,7999.83207653145,7991.01283751998,7982.31568679641,7973.62800176038,7964.94977210976,7956.28098755362,7947.62163781225,0.000613383486452307
"United Kingdom",63555,63785.1753517009,64016.1843229838,64248.0299329452,64480.7152116158,64714.2432,64901.7309869441,65089.7619567875,65278.3376832204,65467.459744492,65657.129723424,65816.8170927091,65976.8928441245,66137.3579222701,66298.2132740433,66459.4598486443,66595.4102362551,66731.6387258537,66868.1458863293,67004.932287735,67141.9985012898,67254.9534996787,67368.0985256502,67481.4338988932,67594.9599396348,67708.6769686407,67795.7966820901,67883.028491135,67970.3725400073,68057.8289731241,68145.3979350884,68203.4949597686,68261.6415147821,68319.8376423558,68378.0833847526,68436.3787842713,0.00343245754368291
"United Republic of Tanzania",50704,50762.2768922753,50820.620765384,50879.0316963107,50937.5097621288,50996.05504,51051.1137530678,51106.2319111629,51161.4095784661,51216.6468192274,51271.9436977664,51323.0112681802,51374.1297026058,51425.2990517045,51476.5193661879,51527.7906968183,51564.8373972125,51601.9107329037,51639.0107230418,51676.1373867903,51713.2907433268,51740.9794008128,51768.6828835351,51796.4011994315,51824.134356444,51851.882362519,51873.2277566866,51894.581937919,51915.9449098336,51937.3166760491,51958.6972401857,51974.5868800551,51990.4813791812,52006.3807390502,52022.2849611486,52038.1940469632,0.00254350920850357
"United States of America",321199,321711.281710968,322224.380462312,322738.297557132,323253.034300607,323768.592,324244.426205453,324720.959731955,325198.193607278,325676.128860708,326154.76652304,326590.647309786,327027.110617714,327464.157225319,327901.787912137,328340.003458744,328739.604422531,329139.691714295,329540.265925917,329941.327649993,330342.877479843,330711.377768848,331080.289123059,331449.612001024,331819.346861799,332189.494164955,332530.94667441,332872.750157686,333214.904975545,333557.411489116,333900.270059905,334222.861587219,334545.76478033,334868.979940347,335192.507368671,335516.347366995,0.000355135703081763
"Uruguay",3416,3418.63308964211,3421.26820889811,3423.90535933246,3426.5445425108,3429.18576,3431.45972152557,3433.73519096042,3436.01216930448,3438.29065755832,3440.5706567232,3442.41969524002,3444.26972747091,3446.12075394989,3447.97277521131,3449.82579178979,3451.19084211118,3452.55643256489,3453.92256336463,3455.28923472421,3456.65644685753,3457.4925531401,3458.32886166253,3459.16537247374,3460.00208562266,3460.83900115823,3461.15733977742,3461.47570767837,3461.79410486378,3462.11253133635,3462.43098709876,3462.27170061832,3462.11242146574,3461.95314964067,3461.79388514278,3461.63462797173,3.18227615988328e-05
"Uzbekistan",28725,28790.5948871049,28856.3395632164,28922.2343703847,28988.2796514412,29054.47575,29108.201794352,29162.0271861459,29215.9521090898,29269.9767472318,29324.10128496,29364.6906174106,29405.3361321084,29446.0379068189,29486.796019415,29527.6105478776,29556.7851736081,29585.9886251992,29615.2209311321,29644.4821199164,29673.7722200896,29694.9882813138,29716.2195115313,29737.4659215876,29758.727522336,29780.0043246375,29794.2255776777,29808.4536219875,29822.68846081,29836.9300973899,29851.1785349734,29857.5639548048,29863.9507405315,29870.3388924457,29876.7284108397,29883.1192960059,0.00172319911750065
"Venezuela (Bolivarian Republic of)",30787,30867.2425634451,30947.6942693526,31028.3556628268,31109.2272903928,31190.3097,31260.7306135229,31331.3105221026,31402.0497847152,31472.9487611474,31544.007811998,31605.0297241129,31666.169683173,31727.42791754,31788.8046560177,31850.3001278525,31902.1109819018,31954.00611662,32005.9856691063,32058.049776683,32110.1985768958,32153.1113902435,32196.0815532692,32239.1091426163,32282.1942350308,32325.336907361,32359.786860458,32394.2735277669,32428.796948415,32463.3571615712,32497.9542064463,32524.4941490856,32551.0557659679,32577.6390747937,32604.2440932781,32630.8708391507,0.00211911602052743
"Viet Nam",91561,91712.3072316659,91863.8645029595,92015.6722270786,92167.7308179039,92320.0406899999,92432.2135782174,92544.5227614014,92656.9684051563,92769.5506752874,92882.2697378021,92961.641192835,93041.0804738146,93120.5876387008,93200.1627455029,93279.8058522799,93336.2650275109,93392.7583756098,93449.28591726,93505.8476731579,93562.4436640122,93599.0914213386,93635.7535333363,93672.4300056277,93709.1208438379,93745.8260535937,93758.3846290375,93770.9448868796,93783.5068273454,93796.0704506602,93808.6357570496,93793.0583509562,93777.4835315712,93761.911298465,93746.3416512081,93730.7745893712,7.66269715140967e-06
"Yemen",27163,27314.9780655214,27467.8064543649,27621.4899241234,27776.0332590085,27931.44127,28074.9237332607,28219.1432589975,28364.1036334648,28509.8086623665,28656.2621709565,28791.5543851885,28927.4853422935,29064.0580579105,29201.2755619158,29339.1408984904,29468.2650964776,29597.9575816741,29728.2208551631,29859.0574290352,29990.4698264369,30114.1459419839,30238.3320789359,30363.0303405433,30488.2428387298,30613.9716941285,30730.8176738555,30848.1096258697,30965.8492523373,31084.0382619215,31202.6783698066,31310.8850235748,31419.4669233325,31528.4253703818,31637.7616705377,31747.4771341434,0.00613515567536467
"Zambia",14767,14861.3008453858,14956.2038882011,15051.712974029,15147.8319730103,15244.56478,15339.3285762465,15434.6814465144,15530.6270526261,15627.169079167,15724.3112336266,15820.4616345751,15917.1999722202,16014.5298416542,16112.4548599522,16210.9786663074,16309.8517869218,16409.3279491034,16509.4108308906,16610.1041327545,16711.4115777363,16813.728329802,16916.6715231293,17020.2449931475,17124.4525987684,17229.2982225303,17333.4404636809,17438.2121910851,17543.6172096635,17649.6593473353,17756.3424551575,17859.7513306996,17963.7624358714,18068.3792779205,18173.6053845197,18279.4443038865,0.00422304720676479
"Zimbabwe",13666,13722.6791100024,13779.5932940214,13836.7435270157,13894.1307879877,13951.75606,13990.3280735438,14029.0067260099,14067.7923122196,14106.6851278097,14145.685469234,14177.3990348838,14209.1836999686,14241.0396238882,14272.9669663995,14304.9658876176,14331.5598894883,14358.2033315982,14384.8963058605,14411.638904359,14438.431219349,14462.0616479862,14485.7307509883,14509.4385916511,14533.1852333739,14556.9707396599,14578.509451857,14600.0800330556,14621.6825304096,14643.3169911426,14664.9834625482,14683.5316827485,14702.1033626733,14720.6985319945,14739.3172204214,14757.9594577007,2.75498102112306e-05
